ma_phutung,ten_san_pham,gia_si,gia_le
64460K57V80ZA,"COVER SET, R. MAIN PIPE SIDE",200718,
64460K57V80ZB,"COVER SET, R. MAIN PIPE SIDE",200718,
64460K57V80ZC,"COVER SET, R. MAIN PIPE SIDE",200718,
64460K57V80ZD,"COVER SET, R. MAIN PIPE SIDE",200718,
64460K59A70ZB,"LID,BATTERY",49896,
64460K94T20ZA,"SET ILLUST,L SHROWL",354942,
64460K94T40ZA,"SET ILLUST,L SHROUD *NH436, R340*",352674,
64460KFL720ZA,"SET IL,R LEG SHD NH193",207522,263520
64460KFL720ZB,"SET IL,R LEG SHD R161P",207522,263520
64460KVG900,"BOX,R SIDE",22680,
64460KVGA30,"BOX, R. SIDE",28350,36720
64460KVGV40,"COVER,R FR INNER",27216,33480
64460KWZ840ZA,"SET ILL,R M/P SIDE COV NH-B25M",157626,201960
64460KWZ840ZB,"SET ILL,R M/P SIDE COV R-340C",157626,201960
64460KWZ840ZC,"SET ILL,R M/P SIDE COV Y-208M",157626,201960
64460MKCA00,"SET ILLUS,R CYLN HEAD SIDE",2907576,
64460MKCA10,"SET ILLUS,R CYLN HEAD SIDE",2907576,
64461K0AE10ZA,"SHROUD,L",436590,554040
64461K1NV00ZA,"LID,BATTERY",20412,27000
64461K1NV00ZB,"LID,BATTERY",22680,
64461K94T00ZB,"SHROUD,L *NH436, R340*",214326,273240
64461K94T00ZD,"SHROUD,L",215460,274320
64461KVGA30,"LID, R. BOX",9072,12960
64462KVGA30,"KNOB, R. LID",5670,8640
64463KVGA30,"CAM, R. LID LOCK",5670,8640
64465K03V20ZA,"SET ILL,L M/P SIDE COV TYPE3",182574,
64465K03V20ZB,"SET ILL,L M/P SIDE COV TYPE2",307800,
64465K03V20ZC,"SET ILL,L M/P SIDE COV TYPE1",182574,
64465K07940ZE,"SET ILL,L M/P SIDE COV TYPE2",303480,
64465K07940ZF,"SET ILL,L M/P SIDE COV TYPE1",309582,395280
64465K07940ZG,"SET ILL,L M/P SIDE COV TYPE5",347004,440640
64465K07940ZH,"SET ILL,L M/P SIDE COV TYPE4",299160,
64465K07940ZJ,"SET ILL,L M/P SIDE COV TYPE3",299160,
64465K07V00ZA,"SET ILL,L M/P SIDE COVER TYPE6",345870,439560
64465K07V00ZB,"SET ILL,L M/P SIDE COVER TYPE5",299160,
64465K07V00ZC,"SET ILL,L M/P SIDE COVER TYPE4",299160,
64465K07V00ZD,"SET ILL,L M/P SIDE COVER TYPE",309582,395280
64465K07V00ZE,"SET ILL,L M/P SIDE COVER TYPE2",299160,
64465K07V00ZF,"SET ILL,L M/P SIDE COVER TYPE1",299160,
64465K57A20ZA,"COVER SET, L. MAIN PIPE SIDE",199584,
64465K57A20ZB,"COVER SET, L. MAIN PIPE SIDE",199584,
64465K57A20ZC,"COVER SET, L. MAIN PIPE SIDE",199584,
64465K57A20ZD,"COVER SET, L. MAIN PIPE SIDE",199584,
64465K57A50ZA,"SET ILLUST,L M/P SIDE COVER",199584,
64465K57A50ZB,"SET ILLUST,L M/P SIDE COVER",199584,
64465K57A50ZC,"SET ILLUST,L M/P SIDE COVER",199584,
64465K57A50ZD,"SET ILLUST,L M/P SIDE COVER",199584,
64465K57A60ZA,"SET ILLUST,L M/P SIDE COVER *NHB55P*",293706,371520
64465K57A90ZA,"SET ILLUST,L M/P SIDE COVER *B189C*",225666,287280
64465K57A90ZB,"SET ILLUST,L M/P SIDE COVER *NHA76M*",225666,287280
64465K57A90ZC,"SET ILLUST,L M/P SIDE COVER *R340C*",225666,287280
64465K57A90ZD,"SET ILLUST,L M/P SIDE COVER *NHB55P*",225666,287280
64465K57AC0ZA,"SET ILLUST,M/P SIDE COVER L",231336,295920
64465K57AC0ZB,"SET ILLUST,M/P SIDE COVER L",231336,295920
64465K57AC0ZC,"SET ILLUST,M/P SIDE COVER L",231336,295920
64465K57AC0ZD,"SET ILLUST,M/P SIDE COVER L",231336,295920
64465K57AE0ZA,"SET ILLUST,M/P SIDE COVER L",301320,
64465K57AE0ZB,"SET ILLUST,M/P SIDE COVER L",301320,
64465K57AF0ZA,"SET ILLUST,M/P SIDE COVER L",301320,
64465K57AF0ZB,"SET ILLUST,M/P SIDE COVER L",301320,
64465K57AF0ZC,"SET ILLUST,M/P SIDE COVER L",301320,
64465K57V00ZA,"COVER SET, L. MAIN PIPE SIDE",200718,
64465K57V00ZB,"COVER SET, L. MAIN PIPE SIDE",200718,
64465K57V10ZA,"COVER SET, L. MAIN PIPE SIDE",200718,
64465K57V10ZB,"COVER SET, L. MAIN PIPE SIDE",200718,
64465K57V10ZC,"COVER SET, L. MAIN PIPE SIDE",200718,
64465K57V20ZA,"COVER SET, L. MAIN PIPE SIDE",200718,
64465K57V20ZB,"COVER SET, L. MAIN PIPE SIDE",200718,
64465K57V20ZC,"COVER SET, L. MAIN PIPE SIDE",200718,
64465K57V20ZD,"COVER SET, L. MAIN PIPE SIDE",200718,
64465K57V80ZA,"COVER SET, L. MAIN PIPE SIDE",200718,
64465K57V80ZB,"COVER SET, L. MAIN PIPE SIDE",200718,
64465K57V80ZC,"COVER SET, L. MAIN PIPE SIDE",200718,
64465K57V80ZD,"COVER SET, L. MAIN PIPE SIDE",200718,
64465MJED00,"RUBBER SPONGE,RR FENDER",13608,17280
64465MKRD10,"WINGLET ASSY,L",836892,1062720
64466MKCA00,"STAY COMP,R CYLN HEAD SIDE COV",202986,
64470K03N30ZA,"COVER,R FR LWR Y208M",44226,
64470K03N30ZB,"COVER,R FR LWR YR322C",44226,
64470K03N30ZC,"COVER,R FR LWR R340C",44226,
64470K03N30ZD,"COVER,R FR LWR NHB55P",44226,
64470K03N30ZE,"COVER,R FR LWR NHB25M",43092,
64470K03N30ZG,"COVER, R. FR. LOWER",43092,
64470K03N30ZH,"COVER, R. FR. LOWER",44226,
64470K03N30ZJ,"COVER,R FR LWR",39690,52920
64470K07900ZA,"MOLDING,R SIDE NH-1",37422,49680
64470K07900ZB,"MOLDING,R SIDE YR-300R",37422,49680
64470K07900ZC,"MOLDING,R SIDE YR-286R",37422,49680
64470K07900ZD,"MOLDING,R SIDE R-346R",37422,49680
64470K07900ZE,"MOLDING,R SIDE PB-387R",37422,49680
64470K90V00ZB,"COVER, R. FR. LOWER",41040,
64470K90V00ZC,"COVER, R. FR. LOWER",41040,
64470K90V00ZD,"COVER, R. FR. LOWER",41040,
64470K90V00ZE,"COVER, R. FR. LOWER",41040,
64470K90V00ZF,"COVER, R. FR. LOWER",41040,
64470K90V00ZG,"COVER, R. FR. LOWER",41040,
64470KFL720ZA,"SET IL,R LEG SHD NH193",207522,263520
64470KFL720ZB,"SET IL,R LEG SHD R161P",207522,263520
64470KVG900,"BOX,L SIDE",22680,
64470KVGA30,"BOX, L. SIDE",28350,36720
64470KVGV40,"COVER,L FR INNER",27216,33480
64470KWW640ZC,"COVER,R FR LWR NH-411M",72576,92880
64470KWW640ZN,"COVER,R FR LWR Y-208M",72576,92880
64470KWW640ZP,"COVER,R FR LWR NH-B35P",72576,92880
64470KWW640ZQ,"COVER,R FR LWR NH-A62M",72576,92880
64470KWW640ZU,"COVER,R FR LWR NH-A69P",72576,92880
64470KWW640ZV,"COV,R FR LWR NHB25M",72576,92880
64470KWZ840ZA,"SET ILL,L M/P SIDE COV NH-B25M",157626,201960
64470KWZ840ZB,"SET ILL,L M/P SIDE COV R-340C",157626,201960
64470KWZ840ZC,"SET ILL,L M/P SIDE COV Y-208M",157626,201960
64470MKCA00,"SET ILLUS,L CYLN HEAD SIDE",2907576,
64470MKCA10,"SET ILLUS,L CYLN HEAD SIDE",2907576,
64471K0AE10,"SHROUD,R INNER",301320,
64471K2PV00ZA,"SET ILLUST,BODY CENTER COVER",96390,
64471K2PV10ZB,"SET ILLUST,BODY CENTER COVER",96390,
64471K2PV10ZC,"SET ILLUST,BODY CENTER COVER",96390,
64471K2PV10ZD,"SET ILLUST,BODY CENTER COVER",96390,
64471K2PV10ZE,"SET ILLUST,BODY CENTER COVER",96390,
64471K2PV50ZA,"COVER SET, BODY CENTER(WL)",94122,
64471K2PV60ZA,"COVER SET, BODY CENTER(WL)",91854,
64471K2PV60ZB,"COVER SET, BODY CENTER(WL)",91854,
64471K2PV60ZC,"COVER SET, BODY CENTER(WL)",91854,
64471K2PV60ZD,"COVER SET, BODY CENTER(WL)",91854,
64471K2PV60ZE,"COVER SET, BODY CENTER(WL)",91854,
64471K2PV60ZF,"COVER SET, BODY CENTER(WL)",91854,
64471K2PV60ZG,"SET ILLUST,BODY CENTER COVER",91854,
64471K2PVE0ZA,"SET ILLUST,BODY CENTER COVER",89586,
64471K2PVE0ZB,"SET ILLUST,BODY CENTER COVER",89586,
64471K2PVE0ZC,"SET ILLUST,BODY CENTER COVER",89586,
64471K2PVE0ZD,"SET ILLUST,BODY CENTER COVER",89586,
64471K2PVE0ZE,"SET ILLUST,BODY CENTER COVER",89586,
64471K2PVE0ZF,"SET ILLUST,BODY CENTER COVER",89586,
64471K56V50ZA,"SET ILLUS,BODY CENTER COVER",108864,140400
64471K56V50ZB,"SET ILLUS,BODY CENTER COVER",108864,140400
64471K56V50ZC,"SET ILLUS,BODY CENTER COVER",108864,140400
64471K56V50ZE,"SET ILLUS,BODY CENTER COVER",108864,140400
64471K94T00,"SHROUD,R INNER",155520,
64471KVGA30,"LID, L. BOX",9072,12960
64471MKRD10ZA,"SET ILLUS,L UNDER COWL",6031746,
64471MKRD10ZB,"SET ILLUS,L UNDER COWL",6031746,
64471MKRDH0ZA,"SET ILLUS,L UNDER COWL",0,0
64472KVGA30,"KNOB, L. LID",5670,8640
64472KVGV40,"HOOK,FR BOX LID LOCK",21600,
64473KVGA30,"CAM, L. LID LOCK",5670,8640
64475K03N30ZA,"COVER,L FR LWR Y208M",44226,
64475K03N30ZB,"COVER,L FR LWR YR322C",44226,
64475K03N30ZC,"COVER,L FR LWR R340C",44226,
64475K03N30ZD,"COVER,L FR LWR NHB55P",44226,
64475K03N30ZE,"COVER,L FR LWR NHB25M",43092,
64475K03N30ZG,"COVER, L. FR. LOWER",43092,
64475K03N30ZH,"COVER, L. FR. LOWER",44226,
64475K03N30ZJ,"COVER,L FR LWR",184842,
64475K07900ZA,"MOLDING,L SIDE NH-1",37422,49680
64475K07900ZB,"MOLDING,L SIDE YR-300R",37422,49680
64475K07900ZC,"MOLDING,L SIDE YR-286R",37422,49680
64475K07900ZD,"MOLDING,L SIDE R-346R",37422,49680
64475K07900ZE,"MOLDING,L SIDE PB-387R",37422,49680
64475K90V00ZB,"COVER, L. FR. LOWER",41040,
64475K90V00ZC,"COVER, L. FR. LOWER",41040,
64475K90V00ZD,"COVER, L. FR. LOWER",41040,
64475K90V00ZE,"COVER, L. FR. LOWER",41040,
64475K90V00ZF,"COVER, L. FR. LOWER",41040,
64475K90V00ZG,"COVER, L. FR. LOWER",41040,
64475KWW640ZC,"COVER,L FR LWR NH-411M",72576,92880
64475KWW640ZN,"COVER,L FR LWR Y-208M",72576,92880
64475KWW640ZP,"COVER,L FR LWR NH-B35P",72576,92880
64475KWW640ZQ,"COVER,L FR LWR NH-A62M",72576,92880
64475KWW640ZT,"COVER,L FR LWR NH-A69P",72576,92880
64475KWW640ZU,"COV,L FR LWR NHB25M",72576,92880
64477MKCA00,"STAY COMP,L CYLN HEAD SIDE COV",164160,
64480K07900ZD,"COV,TAIL NH-A69P",49896,66960
64480K07900ZE,"COV,TAIL NH-B24M",49896,66960
64480K07900ZF,"COV,TAIL NH-B35P",49896,66960
64480K07900ZG,"COV,TAIL R-340C",49896,66960
64480K07900ZH,"COVER,TAIL NH-B25M",49896,66960
64480K07900ZJ,"COVER,TAIL NH-A62M",49896,66960
64480K07900ZK,"COVER,TAIL B-206M",49896,66960
64480K56V00ZE,"COVER , R. RR. BODY",173502,
64480KVG900,"GARNISH,R SIDE",10206,
64480KVGB20,"GARNISH, R. SIDE",187110,
64480KVGV20ZA,"GARNISH, R. SIDE NH-411M",37422,48600
64480KWWA00,"COVER,R BODY RR",18144,24840
64480KWZ900,"COVER,R BODY RR",44280,
64480KZVV30ZE,"COV,R BODY RR R150CU",75978,97200
64480KZVV30ZG,"COVER,R BODY RR",75978,97200
64480KZVV30ZH,"COVER,R BODY RR",75978,97200
64480KZVV30ZJ,"COVER,R BODY RR",71442,91800
64480KZVV30ZK,"COVER,R BODY RR",75978,97200
64480KZVV30ZL,"COVER,R BODY RR",75978,97200
64480MKSE20,"BRKT,L SKID",164160,
64481K0AE10,"SHROUD,L INNER",301320,
64481K94T00,"SHROUD,L INNER",155520,
64483MCT960,"SPRING,RETURN",5775,8800
64490K07900,"COVER,TAIL LIGHT UNDER",23814,
64490K56V00ZE,"COVER , L. RR. BODY",173502,
64490KVG900,"GARNISH,L SIDE",10206,
64490KVGB20,"GARNISH, L. SIDE",187110,
64490KVGV20ZA,"GARNISH, L. SIDE NH-411M",37422,48600
64490KWWA00,"COVER,L BODY RR",18144,24840
64490KWZ900,"COVER,L BODY RR",44280,
64490KZVV30ZE,"COV,L BODY RR R150CU",75978,97200
64490KZVV30ZG,"COVER,L BODY RR",75978,97200
64490KZVV30ZH,"COVER,L BODY RR",87318,
64490KZVV30ZJ,"COVER,L BODY RR",71442,91800
64490KZVV30ZK,"COVER,L BODY RR",75978,97200
64490KZVV30ZL,"COVER,L BODY RR",75978,97200
64500K07940ZA,"COV,FR TOP YR-317M",299160,
64500K07940ZB,"COV,FR TOP R-340C",299160,
64500K07940ZC,"COV,FR TOP NH-B35P",299160,
64500K07940ZD,"COV,FR TOP NH-A69P",299160,
64500K07940ZE,"COV,FR TOP NH-A62M",299160,
64500K07940ZF,"COVER,FR TOP NH-B25M",299160,
64500K0HJ00ZA,"SET ILLUS,R FR SIDE COVER *NHB35P*",1217160,
64500K1FV00ZA,"SET ILLUST,R FR COVER",317520,406080
64500K1FV00ZB,"SET ILLUST,R FR COVER",317520,406080
64500K1FV00ZC,"SET ILLUST,R FR COVER",317520,406080
64500K1FV00ZD,"SET ILLUST,R FR COVER",317520,406080
64500K1FV00ZE,"SET ILLUST,R FR COVER",317520,406080
64500K1FV30ZA,"COVER SET, R. FR.(WL)",278964,356400
64500K1FV30ZB,"COVER SET, R. FR.(WL)",278964,356400
64500K1FV30ZC,"COVER SET, R. FR.(WL)",278964,356400
64500K1FV30ZD,"COVER SET, R. FR.(WL)",278964,356400
64500K1FV40ZA,"COVER SET, R. FR.(WL)",295974,374760
64500K1FV70ZB,"SET ILLUST,R FR COVER",348840,
64500K1GV00ZA,"SET ILLUST,R FR COVER",305046,389880
64500K1GV00ZB,"SET ILLUST,R FR COVER",305046,389880
64500K1GV00ZC,"SET ILLUST,R FR COVER",305046,389880
64500K1GV00ZD,"SET ILLUST,R FR COVER",305046,389880
64500K1GV10ZA,"SET ILLUST,R FR COVER",305046,389880
64500K1GV30ZA,"COVER SET, R. FR.(WL)",343440,
64500K1GV30ZB,"COVER SET, R. FR.(WL)",343440,
64500K1GV30ZC,"COVER SET, R. FR.(WL)",343440,
64500K1GV30ZD,"COVER SET, R. FR.(WL)",343440,
64500K1GV40ZA,"COVER SET, R. FR.(WL)",295974,374760
64500K1GV90ZA,"SET ILLUST,R FR COVER",324000,
64500K1YJ60ZA,"SET ILLUS,R FR SIDE COVER",0,0
64500K27630ZA,"COVER SET, R. FR.(WL)",364014,
64500K27V00ZA,"COVER SET, R. FR.(WL)",200718,
64500K27V00ZB,"COVER SET, R. FR.(WL)",210924,270000
64500K27V00ZC,"COVER SET, R. FR.(WL)",188244,
64500K27V00ZD,"SET ILLUST,R FR COVER TYPE1",200718,
64500K27V00ZE,"SET ILLUST,R FR COVER TYPE4",325080,
64500K27V00ZF,"SET ILLUST,R FR COVER TYPE3",200718,
64500K27V00ZG,"SET ILLUST,R FR COVER TYPE2",200718,
64500K27V10ZC,"SET ILLUST,R FR COVER TYPE1",314280,
64500K27V10ZD,"SET ILLUST,R FR COVER TYPE3",314280,
64500K27V10ZE,"SET ILLUST,R FR COVER TYPE2",314280,
64500K27V20ZA,"COVER SET, R. FR.(WL)",314280,
64500K27V20ZB,"COVER SET, R. FR.(WL)",314280,
64500K27V20ZC,"SET ILL,R FR COV TYPE2",316440,
64500K27V20ZD,"SET ILL,R FR COV TYPE1",316440,
64500K27V60ZA,"SET ILL,R FRCOV TYPE5",314280,
64500K27V60ZB,"SET ILL,R FRCOV TYPE4",314280,
64500K27V60ZC,"SET ILL,R FRCOV TYPE3",314280,
64500K27V60ZD,"SET ILL,R FRCOV TYPE2",314280,
64500K27V60ZE,"SET ILL,R FRCOV TYPE1",314280,
64500K2VN40ZA,"SET ILLUST,R FR COVER",635040,
64500K2VN50ZB,"SET ILLUST,R FR COVER",559062,710640
64500K2VN70ZB,"SET ILLUST,R FR COVER",0,0
64500K2ZV00ZA,"SET ILLUST,R FR COVER",293706,372600
64500K2ZV00ZB,"SET ILLUST,R FR COVER",0,0
64500K2ZV00ZC,"SET ILLUST,R FR COVER",293706,372600
64500K2ZV00ZD,"SET ILLUST,R FR COVER",293706,372600
64500K2ZV10ZA,"SET ILLUST,R FR COVER",293706,372600
64500K2ZV40ZA,"SET ILLUST,R FR COVER",302778,384480
64500K2ZV50ZA,"SET ILLUST,R FR COVER",302778,384480
64500K2ZV50ZB,"SET ILLUST,R FR COVER",302778,384480
64500K2ZV70ZA,"SET ILLUST,R FR COVER",302778,384480
64500K35J30ZA,"SET ILL,R FRONT COVER",0,0
64500K35J30ZB,"SET ILL,R FRONT COVER",0,0
64500K35J50ZA,"SET ILL,R FRONT COVER *TYPE2*",0,0
64500K35J50ZB,"SET ILL,R FRONT COVER *TYPE1*",0,0
64500K35V10ZA,"SET ILL,R FRONT COVER *NHB18M*",618030,785160
64500K35V10ZB,"SET ILL,R FRONT COVER *NHA76M*",618030,785160
64500K35V30ZA,"SET ILL,R FRONT COVER *NHB18M*",618030,785160
64500K35V30ZB,"SET ILL,R FRONT COVER *NHA76M*",618030,785160
64500K35V30ZC,"SET ILL,R FRONT COVER *G208M*",618030,785160
64500K3AV00ZA,"SET ILLUST,R FR COVER",0,0
64500K3AV00ZB,"SET ILLUST,R FR COVER",0,0
64500K3AV00ZC,"SET ILLUST,R FR COVER",289170,367200
64500K3AV00ZD,"SET ILLUST,R FR COVER",289170,367200
64500K3AV10ZA,"SET ILLUST,R FR COVER",289170,367200
64500K3AV40ZA,"SET ILLUST,R FR COVER",298242,378000
64500K3AV40ZB,"SET ILLUST,R FR COVER",298242,378000
64500K3AV50ZA,"SET ILLUST,R FR COVER",298242,378000
64500K3AV50ZB,"SET ILLUST,R FR COVER",298242,378000
64500K3AV70ZA,"SET ILLUST,R FR COVER",298242,378000
64500K66V00ZA,SET ILLUST_R FR CR_REAR,198450,
64500K66V00ZB,SET ILLUST_R FR CR_REAR,198450,
64500K66V00ZC,SET ILLUST_R FR CR_REAR,198450,
64500K66V00ZD,SET ILLUST_R FR CR_REAR,198450,
64500K66V10ZA,SET ILLUST_R FR CR_REAR,198450,
64500K66V10ZB,SET ILLUST_R FR CR_REAR,198450,
64500K66V10ZC,SET ILLUST_R FR CR_REAR,198450,
64500K66V10ZD,SET ILLUST_R FR CR_REAR,198450,
64500K66V90ZA,SET ILLUST_R FR CD,199584,
64500K66VE0ZA,"COVER SET,R. FR. (WL) *TYPE4*",214326,271080
64500K66VE0ZB,"COVER SET,R. FR. (WL) *TYPE3*",214326,271080
64500K66VE0ZC,"COVER SET,R. FR. (WL) *TYPE2*",214326,271080
64500K66VE0ZD,"COVER SET,R. FR. (WL) *TYPE1*",214326,271080
64500K66VF0ZB,"COVER SET,R. FR. (WL) *NHB86M*",216594,277560
64500K66VF0ZD,"COVER SET,R. FR. (WL) *NHB25M*",216594,277560
64500K66VF0ZF,"COVER SET,R. FR. (WL) *TYPE2*",216594,277560
64500K66VF0ZG,"COVER SET,R. FR. (WL) *TYPE1*",216594,277560
64500K66VG0ZA,"COVER SET,R. FR. (WL) *NHA76M*",301320,
64500K66VN0ZA,"SET ILLUST,R FR COVER *B189C*",206388,262440
64500K66VN0ZB,"SET ILLUST,R FR COVER *NHB35P*",206388,262440
64500K66VN0ZC,"SET ILLUST,R FR COVER *NHA62M*",206388,262440
64500K66VN0ZD,"SET ILLUST,R FR COVER *R340C*",206388,262440
64500K66VP0ZA,"SET ILLUST,R FR COVER *NHB86M*",208656,264600
64500K66VP0ZB,"SET ILLUST,R FR COVER *NHB25M*",208656,264600
64500K66VP0ZD,"SET ILLUST,R FR COVER *R340C*",208656,264600
64500K66VP0ZE,"SET ILLUST,R FR COVER *PB421M*",208656,264600
64500K66VQ0ZA,"SET ILLUST,R FR COVER *NHA76M*",229068,292680
64500K89M10ZA,"COVER,FR TOP",0,0
64500K89M10ZB,"COVER,FR TOP",0,0
64500K89M10ZC,"COVER,FR TOP",0,0
64500K97T10ZB,"SET ILLUS,R FR SIDE COVER *PB410P*",809676,
64500KFL890ZA,COV FR TOP B154M,105462,135000
64500KFL890ZC,COV FR TOP YR183M,105462,135000
64500KFL890ZD,COV FR TOP PB171MU,105462,135000
64500KFL890ZE,"FENDER, FR Y221M",105462,135000
64500KFL890ZF,COV FR TOP R203M,105462,135000
64500KFL890ZG,COV FR TOP B142P,105462,135000
64500KFL890ZH,COV FR TOP NH193P,105462,135000
64500KFL890ZJ,COV FR TOP R161P,105462,135000
64500KFL890ZM,COV FR TOP NH193P,56700,74520
64500KFL890ZN,COV FR TOP R161P,56700,74520
64500KFLD20ZC,COV FR TOP B142P,451332,573480
64500KFLD20ZD,COV FR TOP R263,451332,573480
64500KFLD20ZE,COV FR TOP NH411M,94122,
64500KFLD20ZF,COV FR TOP PB305P,94122,
64500KFLD20ZG,COVER FR TOP R-263,100926,131760
64500KFLD20ZH,COV FR TOP R203M,94122,
64500KFLD20ZJ,COVER FR TOP B-142P,100926,131760
64500KFLD20ZM,COV FR TOP PB171MU,94122,
64500KFLD20ZN,COV FR TOP PB141M,94122,
64500KFLD20ZQ,COVER FR TOP NH-1,94122,
64500KFLD20ZR,COV FR TOP Y106,94122,
64500KFLD20ZS,COV FR TOP R150CU,94122,
64500KFLD20ZT,COV FR TOP NH193P,94122,
64500KFLD20ZU,COV FR TOP RP138M,94122,
64500KPH690ZP,"COVER,FRTOPBG-107M",173502,
64500KPH690ZQ,"COVER,FRTOPNH-193P",173502,
64500KPH690ZR,"COVER,FRTOPRP-138M",173502,
64500KPH690ZS,"COVER,FRTOPR-161P",187110,
64500KTL640YA,"COVER, FR. TOP G199C",54999,70200
64500KTL640YB,"COVER, FR. TOP *NHA62M*",170640,
64500KTL640YC,COVER FR TOP B-203M,168480,
64500KTL640YD,COVER FR TOP Y-208M,168480,
64500KTL640YE,COVER FR TOP NH-B35P,172368,220320
64500KTL640YF,"COV,FR TOP NH262M",171720,
64500KTL640YG,"COV,FR TOP NHB55P",106596,135000
64500KTL640YH,"COV,FR TOP NHB25M",168480,
64500KTL640YJ,"COVER,FR TOP",0,0
64500KTL640ZA,COV FR TOPBG132M,109998,140400
64500KTL640ZB,COV FR TOPRP173M,102060,
64500KTL640ZC,COVER FR TOP R-263,173880,
64500KTL640ZD,COV FR TOPYR272M,102060,
64500KTL640ZE,COVER FR TOP Y-106,109998,140400
64500KTL640ZF,"COVER,FR TOP-PB171MU",102060,
64500KTL640ZG,COV FR TOP BG107M,109998,140400
64500KTL640ZH,"COVER, FR. TOP B194P",102060,
64500KTL640ZJ,COVER FR TOP NH-A69P,184842,
64500KTL640ZK,COVER FR TOP NH-411M,109998,140400
64500KTL640ZL,COV FR TOP RP138M,109998,140400
64500KTL640ZM,"COVER, FR. TOP RP172P",102060,
64500KTL640ZN,COV FR TOP PR161P,184842,
64500KTL640ZP,COV FR TOP*PB373M*SPECTROL,109998,140400
64500KTL640ZQ,COVER FR TOP NH-193P,102060,
64500KTL640ZW,"COVER,FR.TOP R313C",109998,140400
64500KTL740YC,"COVER,FR TOP *NH-A69P*",86400,
64500KTL740YF,"COVER,FR TOP *NH-A96P",73710,93960
64500KTL740YG,"COVER,FR TOP *R-313C",87480,
64500KTL740YH,"COVER ,FR .TOP *B142P*",90720,
64500KTL740YJ,"COVER,FR TOP *B206M*",74844,95040
64500KTL740YM,COVER FR TOP *R-340C*,0,0
64500KTL740YN,"COVER,FR TOP",0,0
64500KTL740YP,"COVER,FR TOP *NHA62M*",0,0
64500KTL740YQ,"COVER,FR TOP",0,0
64500KTL740ZA,COV FR TOP*NHA35M*,308448,390960
64500KTL740ZB,"COVER ,FR .TOP *NH411M",73710,93960
64500KTL740ZD,"COVER,FR TOP *R263*",73710,93960
64500KTL740ZX,COV FR TOP*R310M*,308448,390960
64500KTM970ZA,"COVER,FR.TOPG194M",97524,
64500KTM970ZB,COVER FR TOP NH-411M,97524,
64500KTM970ZC,"COVER,FR.TOPPB368P",97524,
64500KTM970ZD,COVER FR TOP R-313C,97524,
64500KTM970ZE,"COVER,FR.TOPR314P",81000,
64500KTM970ZF,COVER FR TOP NH-A69P,97524,
64500KTM970ZG,COVERFR.TOPNH193P,97524,
64500KTM970ZH,COVERFR.TOPR315P,97524,
64500KTM970ZJ,"COVER,FR.TOPPB373M",97524,
64500KTM970ZK,"COVER, FR TOP NH-A96P",97524,
64500KTM970ZL,"COVER, FR. TOP G-199C",71442,90720
64500KTM970ZM,"COVER,FR TOP B-206M",96390,
64500KVG950ZD,"COVER SET, R. FR. SIDE *TYPE1*",156600,
64500KVG950ZE,"COVER SET, R. FR. SIDE *TYPE2*",156600,
64500KVG950ZF,"COVER SET, R. FR. SIDE *TYPE3*",156600,
64500KVGB20ZA,"SET ILL, R FR SIDE COV TYPE1",299160,
64500KVGB20ZB,"SET ILL, R FR SIDE COV TYPE2",336960,
64500KVGV00ZA,"SET ILL, R FR SIDE COV TYPE1",173502,
64500KVGV10ZA,"SET ILLUST,R FR SIDE COVER TYP",151956,194400
64500KVGV10ZB,"SET ILLUST,R FR SIDE COVER TYP",151956,194400
64500KVGV10ZC,"SET ILLUST,R FR SIDE COVER TYP",151956,194400
64500KVGV20ZA,"SET ILL, R FR SIDE COV TYPE1",158760,200880
64500KVGV20ZB,"SET ILL, R FR SIDE COV TYPE2",158760,200880
64500KVGV20ZC,"SET ILL, R FR SIDE COV TYPE3",158760,200880
64500KVGV40ZA,"SET ILL,R FR SIDE COV TYPE3",163296,208440
64500KVGV40ZB,"SET ILL,R FR SIDE COV TYPE2",163296,208440
64500KVGV40ZC,"SET ILL,R FR SIDE COV TYPE1",163296,208440
64500KVGV50ZA,"SET ILL,R FR SIDE COV TYPE2",317520,
64500KVGV50ZB,"SET ILL,R FR SIDE COV TYPE1",317520,
64500KVGV60ZA,"SET ILL,R FR SIDE COV TYPE2",338040,
64500KVGV60ZB,"SET ILL,R FR SIDE COV TYPE1",297108,379080
64500KVGV80ZB,"SET ILL,R FR SIDE COV TYPE2",320760,
64500KVGV80ZC,"SET ILL,R FR SIDE COV TYPE1",320760,
64500KVGV80ZD,"SET ILL,R FR SIDE COV TYPE3",320760,
64500KVRV40ZA,"COVER, FR. TOP BG132M",99792,
64500KVRV40ZB,"COVER, FR. TOP NHA69P",38556,49680
64500KVRV40ZC,"COVER, FR. TOP RP173M",35154,45360
64500KVRV40ZD,"COVER, FR. TOP R263",99792,
64500KVRV40ZE,"COVER, FR. TOP YR272M",99792,
64500KVRV40ZF,"COVER, FR. TOP Y106",99792,
64500KVRV40ZG,"COVER,FR TOP B-206M",98658,
64500KVRV40ZH,"COVER,FR TOP YR-271",98658,
64500KVRV80ZA,"COVER, FR. TOP NH-A69P",141750,180360
64500KVRV80ZB,"COVER, FR. TOP R-263",141750,180360
64500KWN930ZC,"SET ILL,R FR COV R-340C",712152,
64500KWN930ZF,"SET ILL,R FR COV NH-A96P",712152,
